Milpitas                            CA   W    PACIFIC    5997    4903    3651
Modesto                             CA   W    PACIFIC    7784    6724    5441
Monrovia                            CA   W    PACIFIC    6657    6421    2697
Montebello                          CA   W    PACIFIC    5595    5769    3654
Monterey                            CA   W    PACIFIC    7026    6435    4566
Monterey Park                       CA   W    PACIFIC    4920    5105    2205
Mountain View                       CA   W    PACIFIC    5967    5171    3235
Napa                                CA   W    PACIFIC    6241    5326    2909
National City                       CA   W    PACIFIC    8105    9404    5391
Newark                              CA   W    PACIFIC    6354    6934    4063
Newport Beach                       CA   W    PACIFIC    6997    6369    2911
Norwalk                             CA   W    PACIFIC    4150    5413    3283
Novato                              CA   W    PACIFIC    2895    3090    2481
Oakland                             CA   W    PACIFIC   11826   12186    8370
Oceanside                           CA   W    PACIFIC    5378    6377    3382
Ontario                             CA   W    PACIFIC    7095    8185    5164
Orange                              CA   W    PACIFIC    5736    6707    2888
Oxnard                              CA   W    PACIFIC    6234    6756    3765
Pacifica                            CA   W    PACIFIC    2321    2915    1568
Palm Springs                        CA   W    PACIFIC    8756   10564    6836
Palo Alto                           CA   W    PACIFIC    6509    6034    3474
Paramount                           CA   W    PACIFIC    6217    7544    4867
Pasadena                            CA   W    PACIFIC    8768    7081    3650
Petaluma                            CA   W    PACIFIC    5145    4342    3022
Pico Rivera                         CA   W    PACIFIC    3912    5032    2660
Pittsburg                           CA   W    PACIFIC    7629    6374    4314
Placentia                           CA   W    PACIFIC    3655    3744    1948
Pleasant Hill                       CA   W    PACIFIC    6336    7400    3695
Pleasanton                          CA   W    PACIFIC    4216    3604    2455
Pomona                              CA   W    PACIFIC    8816    7546    4802
Rancho Cucamonga                    CA   W    PACIFIC    4247    5169    3139
Rancho Palos Verdes                 CA   W    PACIFIC    1912    2166    1000
Redding                             CA   W    PACIFIC    7544    6438    4276
Redlands                            CA   W    PACIFIC    4808    5242    3441
Redondo Beach                       CA   W    PACIFIC    5544    7286    3184
Redwood City                        CA   W    PACIFIC    4830    5051    3226
Rialto                              CA   W    PACIFIC    7227    6895    4004
Richmond                            CA   W    PACIFIC   11630   12293    7506
Riverside                           CA   W    PACIFIC    8366    8935    4386
Rosemead                            CA   W    PACIFIC    4895    5293    2800
Sacramento                          CA   W    PACIFIC   10835   10098    6611
Salinas                             CA   W    PACIFIC    8558    6890    5110
San Bruno                           CA   W    PACIFIC    3834    5423    2465
San Clemente                        CA   W    PACIFIC    3402    3172    1742
San Diego                           CA   W    PACIFIC    6870    8537    4004
San Francisco                       CA   W    PACIFIC    7988    9384    5725
San Gabriel                         CA   W    PACIFIC    5529    5223    2394
San Jose                            CA   W    PACIFIC    5697    5364    2944
San Leandro                         CA   W    PACIFIC    6917    6762    5689
San Luis Obispo                     CA   W    PACIFIC    5604    4345    4426
San Mateo                           CA   W    PACIFIC    5894    4557    2787
San Rafael                          CA   W    PACIFIC    5015    6225    3411
Santa Ana                           CA   W    PACIFIC    9683    7654    3597
Santa Barbara                       CA   W    PACIFIC    5920    5999    3320
Santa Clara                         CA   W    PACIFIC    5728    6269    3013
Santa Cruz                          CA   W    PACIFIC   12870    7972    4874
Santa Maria                         CA   W    PACIFIC    8034    7292    3672
Santa Monica                        CA   W    PACIFIC   10259   11720    5376
Santa Rosa                          CA   W    PACIFIC    6878    6035    4202
Saratoga                            CA   W    PACIFIC    2236    2042    1217
Seal Beach                          CA   W    PACIFIC    3296    3119    2200
Seaside                             CA   W    PACIFIC    4966    4273    3547
Simi Valley                         CA   W    PACIFIC    3026    3338    1469
South Gate                          CA   W    PACIFIC    4965    5673    3237
South San Francisco                 CA   W    PACIFIC    3828    4493    2674
Stockton                            CA   W    PACIFIC   10977   11326    6791
Sunnyvale                           CA   W    PACIFIC    3518    3903    2053
Temple City                         CA   W    PACIFIC    2912    3430    1652
Thousand Oaks                       CA   W    PACIFIC    3251    3119    1540
Torrance                            CA   W    PACIFIC    5250    5892    3304
Turlock                             CA   W    PACIFIC    7667    7935    5712
Tustin                              CA   W    PACIFIC    7581    6322    3465
Union City                          CA   W    PACIFIC    6195    5415    3989
Upland                              CA   W    PACIFIC    4809    6800    4288
Vacaville                           CA   W    PACIFIC    3631    4349    2763
Vallejo                             CA   W    PACIFIC    6992    8067    6454
Visalia                             CA   W    PACIFIC    8387    8487    5522
Walnut Creek                        CA   W    PACIFIC    4408    4658    3373
West Covina                         CA   W    PACIFIC    5993    7067    4226
Westminster                         CA   W    PACIFIC    5633    6962    4192
Whittier                            CA   W    PACIFIC    4173    4815    2978
Woodland                            CA   W    PACIFIC    5996    5159    2952
Yorba Linda                         CA   W    PACIFIC    2270    2355    1412
Arvada                              CO   W    MTN        3918    4130    3497
Aurora                              CO   W    MTN        8537    8631    5588
Boulder                             CO   W    MTN        7113    7790    4243
Colorado Springs                    CO   W    MTN        8669    7441    5374
Denver                              CO   W    MTN       10376    7625    5256
Englewood                           CO   W    MTN       11833   10676    7028
Fort Collins                        CO   W    MTN        6154    5809    4359
Grand Junction                      CO   W    MTN        6922   10440    6308
Greeley                             CO   W    MTN        9232    7229    5047
Lakewood                            CO   W    MTN        8333    6583    4871
Littleton                           CO   W    MTN        6136    4857    2921
Northglenn                          CO   W    MTN        7554    6823    4647
Pueblo                              CO   W    MTN        7224    7775    6135
Thornton                            CO   W    MTN        7599    6423    5050
Westminster                         CO   W    MTN        8278    6358    4278
Bridgeport                          CT   NE   NEW_ENG   11052   12253    6015
Bristol                             CT   NE   NEW_ENG    2699    4273    2563
Danbury                             CT   NE   NEW_ENG    4347    5588    3437
Hartford                            CT   NE   NEW_ENG   13096   15178    7783
Meriden                             CT   NE   NEW_ENG    4076    5107    3875
Middletown                          CT   NE   NEW_ENG    4473    5657    3047
Naugatuck borough                   CT   NE   NEW_ENG    2063    3252    2010
New Britain                         CT   NE   NEW_ENG    6165    8463    5608
New Haven                           CT   NE   NEW_ENG   11599   14922    9725
New London                          CT   NE   NEW_ENG    7605    8837    5295
Norwich                             CT   NE   NEW_ENG    4276    4701    3558
Shelton                             CT   NE   NEW_ENG    1950    1833    1586
Stamford                            CT   NE   NEW_ENG    5965    6011    3107
Torrington                          CT   NE   NEW_ENG    2251    4519    2250
Waterbury                           CT   NE   NEW_ENG    6654    9326    6023
West Haven                          CT   NE   NEW_ENG    4407    6536    4070
Newark                              DE   S    S_ATL      6846    6792    4497
Wilmington                          DE   S    S_ATL      9405   11822    9433
District of Columbia                DC   S    S_ATL      8007   10768    8067
Boca Raton                          FL   S    S_ATL      6196    5155    4461
Boynton Beach                       FL   S    S_ATL      8265    9008    9129
Bradenton                           FL   S    S_ATL     10539   10195    7106
Cape Coral                          FL   S    S_ATL      3326    2829    3231
Clearwater                          FL   S    S_ATL      7545    9453    6731
Coral Gables                        FL   S    S_ATL     10827   13446    8231
Coral Springs                       FL   S    S_ATL      3813    4400    3461
Daytona Beach                       FL   S    S_ATL     14878   14590   10215
Deerfield Beach                     FL   S    S_ATL      6050    7508    3997
Delray Beach                        FL   S    S_ATL     12251   11884    9221
Dunedin                             FL   S    S_ATL      4140    4203    3385
Fort Lauderdale                     FL   S    S_ATL     14074   15874    9188
Fort Myers                          FL   S    S_ATL     10470   15572   12913
Fort Pierce                         FL   S    S_ATL     14049   13743   10664
Gainesville                         FL   S    S_ATL      8122   10369    8138
Hallandale                          FL   S    S_ATL      7638    8007    7695
Hialeah                             FL   S    S_ATL      8456    8172    6968
Hollywood                           FL   S    S_ATL      9133   10106    7396
Lakeland                            FL   S    S_ATL     10760   15705    9043
Lake Worth                          FL   S    S_ATL     11199   12944   11486
Largo                               FL   S    S_ATL      4258    5110    4576
Lauderdale Lakes                    FL   S    S_ATL      5225    9110    5202
Lauderhill                          FL   S    S_ATL      6070    7257    5987
Margate                             FL   S    S_ATL      3582    4196    3466
Melbourne                           FL   S    S_ATL      8771    9139    7238
Miami                               FL   S    S_ATL     15122   18394   10724
Miami Beach                         FL   S    S_ATL     12254   14817   14604
Miramar                             FL   S    S_ATL      3324    6087    4641
North Miami                         FL   S    S_ATL      9796   12676    9462
North Miami Beach                   FL   S    S_ATL      9083    7786    6730
Ocala                               FL   S    S_ATL     12148   14734   11540
Orlando                             FL   S    S_ATL     11352    6712   13618
Panama City                         FL   S    S_ATL      9501   10210    6288
Pembroke Pines                      FL   S    S_ATL      4366    4724    3742
Pensacola                           FL   S    S_ATL      6699     612    5523
Pinellas Park                       FL   S    S_ATL      7011    7479    6667
Plantation                          FL   S    S_ATL      8664    8745    6076
Pompano Beach                       FL   S    S_ATL     13548   12538    8545
Riviera Beach                       FL   S    S_ATL     15976   10330   14542
St. Petersburg                      FL   S    S_ATL      8456   11023    8815
Sarasota                            FL   S    S_ATL      9827   14965    7178
Sunrise                             FL   S    S_ATL      3417    5884    6172
Tallahassee                         FL   S    S_ATL      9473   15563    9323
Tamarac                             FL   S    S_ATL      3100    4261    2661
Tampa                               FL   S    S_ATL     14642   16557   10929
Titusville                          FL   S    S_ATL      7495    9818    5590
West Palm Beach                     FL   S    S_ATL     18081   17463   15410
Albany                              GA   S    S_ATL      5874   11952    8164
Athens                              GA   S    S_ATL      6672   12910    7464
Atlanta                             GA   S    S_ATL     13183   18953   13489
Columbus                            GA   S    S_ATL      5384    6201    6648
East Point                          GA   S    S_ATL      9203    9918   10253
Macon                               GA   S    S_ATL      6286    9951   10602
Marietta                            GA   S    S_ATL     11264   13415    6114
Rome                                GA   S    S_ATL      5409   11525   10594
Savannah                            GA   S    S_ATL      8089    9811    8405
Honolulu (CDP)                      HI   W    PACIFIC    5146    5959    4925
Boise City                          ID   W    MTN        5939    5559    4760
Idaho Falls                         ID   W    MTN        5493    6165    4908
Lewiston                            ID   W    MTN        5303    4334    4242
Nampa                               ID   W    MTN        6819    9111    6007
Pocatello                           ID   W    MTN        5107    5150    3115
Twin Falls                          ID   W    MTN        5647    7793    6344
Bloomington                         IN   MW   ENC        4190     362    4072
Columbus                            IN   MW   ENC        6985    5709    5870
Elkhart                             IN   MW   ENC        7915    8810   10610
Evansville                          IN   MW   ENC        5252    5993    5024
Fort Wayne                          IN   MW   ENC        7391    9767    6621
Gary                                IN   MW   ENC        6278    9918    6043
Hammond                             IN   MW   ENC        5700    9406    7831
Kokomo                              IN   MW   ENC        5224    5715    5890
Lawrence                            IN   MW   ENC        1887    3818    2640
Merrillville town                   IN   MW   ENC        3564    4891    4130
Michigan City                       IN   MW   ENC        6638   10034    6523
Mishawaka                           IN   MW   ENC        6308    7538    9026
New Albany                          IN   MW   ENC        6728    6391    6338
Portage                             IN   MW   ENC        3779    4843    3766
Richmond                            IN   MW   ENC        4271    5278    6688
South Bend                          IN   MW   ENC        8955    4544    8806
Terre Haute                         IN   MW   ENC        5649    5180    8956
Topeka                              KS   MW   WNC        7761   10435   11115
Wichita                             KS   MW   WNC        7634    9830    6313
Bowling Green                       KY   S    ESC        5351    8572    6426
Louisville                          KY   S    ESC        5797    6425    5965
Owensboro                           KY   S    ESC        4969    5027    4719
Paducah                             KY   S    ESC        7425   11074    7534
Alexandria                          LA   S    WSC        9316   10097   10850
Baton Rouge                         LA   S    WSC       12724   13118   10072
Bossier City                        LA   S    WSC        6681    7110    7414
Houma                               LA   S    WSC        5215    6848    9211
Kenner                              LA   S    WSC        5140    9172    6005
Lafayette                           LA   S    WSC        9991    9059    7579
Lake Charles                        LA   S    WSC        5849    6939    7229
Monroe                              LA   S    WSC        6474   12609   13349
New Iberia                          LA   S    WSC        3210    3811    2539
New Orleans                         LA   S    WSC        8681   10830    7677
Shreveport                          LA   S    WSC        9220   10098    9709
Annapolis                           MD   S    S_ATL      9026    8280    7802
Frederick                           MD   S    S_ATL      7220    6249    5319
Hagerstown                          MD   S    S_ATL      5200    5810    5098
Beverly                             MA   NE   NEW_ENG    2157    3168    1800
Boston                              MA   NE   NEW_ENG   11877   10837    6288
Brockton                            MA   NE   NEW_ENG    8391    9097    5580
Cambridge                           MA   NE   NEW_ENG    7015    6630    4651
Chicopee                            MA   NE   NEW_ENG    3628     448    5846
Fall River                          MA   NE   NEW_ENG    6186    6449    4422
Fitchburg                           MA   NE   NEW_ENG    3477    3812    5757
Gloucester                          MA   NE   NEW_ENG    2539    3624    1809
Leominster                          MA   NE   NEW_ENG    4018    4490    3894
Lynn                                MA   NE   NEW_ENG    7894    8936    5470
Malden                              MA   NE   NEW_ENG    3722    4497    3292
Medford                             MA   NE   NEW_ENG    3247    3915    2602
Melrose                             MA   NE   NEW_ENG    1838    2185    1280
Newton                              MA   NE   NEW_ENG    3410    3312    1723
Northampton                         MA   NE   NEW_ENG    3956    4704    2360
Peabody                             MA   NE   NEW_ENG    4203    5446    2927
Pittsfield                          MA   NE   NEW_ENG    3817    4586    3346
Quincy                              MA   NE   NEW_ENG    4483    4259    3179
Revere                              MA   NE   NEW_ENG    2758    5924    3895
Somerville                          MA   NE   NEW_ENG    4783    3949    2655
Springfield                         MA   NE   NEW_ENG    5244   11173    8031
Taunton                             MA   NE   NEW_ENG    2846    4190    3099
Waltham                             MA   NE   NEW_ENG    3968    4355    1872
Westfield                           MA   NE   NEW_ENG    2938    4955    2917
Woburn                              MA   NE   NEW_ENG    3180    1228    2366
Allen Park                          MI   MW   ENC        3886    4717    2162
Ann Arbor                           MI   MW   ENC        8525    6330    3628
Battle Creek                        MI   MW   ENC        9000   11748    6351
Bay City                            MI   MW   ENC        5266    6200    5399
Burton                              MI   MW   ENC        6964    7053    7160
Dearborn                            MI   MW   ENC        8266    8426    6757
Dearborn Heights                    MI   MW   ENC        4678    6224    3362
Detroit                             MI   MW   ENC       13750   12263   10416
Farmington Hills                    MI   MW   ENC        5255    4086    2783
Ferndale                            MI   MW   ENC        6933    7725    3939
Flint                               MI   MW   ENC       14980   13314   11018
Garden City                         MI   MW   ENC        3913    4409    2209
Holland                             MI   MW   ENC        4698    6042    4203
Jackson                             MI   MW   ENC        9086   12528    7960
Kalamazoo                           MI   MW   ENC       11152   10301    7201
Kentwood                            MI   MW   ENC        5769    5469    4586
Lansing                             MI   MW   ENC        7707    8058    5945
Lincoln Park                        MI   MW   ENC        7520    6938    5087
Livonia                             MI   MW   ENC        4803    4251    3042
Madison Heights                     MI   MW   ENC        7468    4832    4674
Midland                             MI   MW   ENC        3709    3721    2190
Muskegon                            MI   MW   ENC       10465   13912   10193
Oak Park                            MI   MW   ENC        7755    7792    4137
Portage                             MI   MW   ENC        4237    5984    4217
Port Huron                          MI   MW   ENC        5864    7130    4761
Roseville                           MI   MW   ENC        8634   10433    3717
Royal Oak                           MI   MW   ENC        5564    5582    3211
Saginaw                             MI   MW   ENC       10899   12482    6731
St. Clair Shores                    MI   MW   ENC        4516    5169    2506
Southfield                          MI   MW   ENC       11098    7459    7143
Southgate                           MI   MW   ENC        6156    6353    4206
Sterling Heights                    MI   MW   ENC        4744    4876    3031
Taylor                              MI   MW   ENC        7057    8434    5476
Troy                                MI   MW   ENC        7270    5082    3054
Westland                            MI   MW   ENC        5083    6597    3494
Wyandotte                           MI   MW   ENC        5322    4253    2563
Wyoming                             MI   MW   ENC        5392    6543    3841
Blaine                              MN   MW   WNC        5733    6492    4719
Bloomington                         MN   MW   WNC        4198    4276    5513
Brooklyn Center                     MN   MW   WNC        5868    9189    8342
Brooklyn Park                       MN   MW   WNC        4843    5769    4863
Burnsville                          MN   MW   WNC        5467    5312    3844
Coon Rapids                         MN   MW   WNC        4863    4822    4096
Duluth                              MN   MW   WNC        4730    5642    4558
Edina                               MN   MW   WNC        3597    3553    2887
Fridley                             MN   MW   WNC        5260    6410    6243
Mankato                             MN   MW   WNC        7099    6382    6140
Minneapolis                         MN   MW   WNC       10519   11282    8635
Minnetonka                          MN   MW   WNC        4651    3614    2942
Moorhead                            MN   MW   WNC        4461    5869    2659
Plymouth                            MN   MW   WNC        3449    3329    2669
Richfield                           MN   MW   WNC        3809    4970    4552
Rochester                           MN   MW   WNC        4337    5114    3442
Roseville                           MN   MW   WNC        4740    7120    5162
St. Louis Park                      MN   MW   WNC        4617    4601    3999
St. Paul                            MN   MW   WNC        7784    7892    7064
Winona                              MN   MW   WNC        5619    5212    4030
Gulfport                            MS   S    ESC       10235    8904    8268
Hattiesburg                         MS   S    ESC        4769    7467    7200
Jackson                             MS   S    ESC        6336   13687   10568
Meridian                            MS   S    ESC        4289    5139    5156
Pascagoula                          MS   S    ESC        6394   10557   11370
Blue Springs                        MO   MW   WNC        4310    4032    5274
Cape Girardeau                      MO   MW   WNC        5577    6381    7141
Columbia                            MO   MW   WNC        7035    6693    5065
Florissant                          MO   MW   WNC        1963    2865    2855
Independence                        MO   MW   WNC        4732    6868    7019
Jefferson City                      MO   MW   WNC        4096    5002    4592
Joplin                              MO   MW   WNC        7577    9623    7393
Kansas City                         MO   MW   WNC       10477   13198   11631
Kirkwood                            MO   MW   WNC        3047    2915    1647
Lee's Summit                        MO   MW   WNC        3314    2956    2641
Raytown                             MO   MW   WNC        3583    4059    3719
St. Charles                         MO   MW   WNC        3372    4108    3233
St. Joseph                          MO   MW   WNC        5519    6361    6438
St. Louis                           MO   MW   WNC       11392   16031   13998
Springfield                         MO   MW   WNC        6974    8406    8003
University City                     MO   MW   WNC        5583    6756    7240
Billings                            MT   W    MTN        8193    4218    5132
Great Falls                         MT   W    MTN        7509    9659    6742
Missoula                            MT   W    MTN        8354     187    7736
Grand Island                        NE   MW   WNC        6485    7044    6594
Lincoln                             NE   MW   WNC        5914    7718    6276
Omaha                               NE   MW   WNC        6261    7081    7048
Las Vegas                           NV   W    MTN        7705    7431    5185
Reno                                NV   W    MTN        9520    8454    5566
Sparks                              NV   W    MTN        6359    7710    5107
Manchester                          NH   NE   NEW_ENG    5774    7067    3936
Atlantic City                       NJ   NE   MID_ATL   38379   37903   22322
Bayonne                             NJ   NE   MID_ATL    2891    3580    2300
Camden                              NJ   NE   MID_ATL   12874   16240    8670
Clifton                             NJ   NE   MID_ATL    3581    4799    3278
East Orange                         NJ   NE   MID_ATL   10277   10395    7233
Elizabeth                           NJ   NE   MID_ATL    7668   10404    6375
Fair Lawn borough                   NJ   NE   MID_ATL    2641    2231    1628
Fort Lee borough                    NJ   NE   MID_ATL    4932    3418    2278
Garfield                            NJ   NE   MID_ATL    1169    2247    2705
Hackensack                          NJ   NE   MID_ATL    6870    6587    4114
Hoboken                             NJ   NE   MID_ATL    5042    8441    4021
Jersey City                         NJ   NE   MID_ATL    7787    9201    5745
Kearny town                         NJ   NE   MID_ATL    5223    5810    4249
Linden                              NJ   NE   MID_ATL    4849    7301    4342
Long Branch                         NJ   NE   MID_ATL    6880    9458    4571
Newark                              NJ   NE   MID_ATL   12264   14806    7881
New Brunswick                       NJ   NE   MID_ATL    6836   10620    7131
Paramus borough                     NJ   NE   MID_ATL   14014   16628   10602
Passaic                             NJ   NE   MID_ATL    6691    6965    5217
Paterson                            NJ   NE   MID_ATL    7724    7643    4406
Perth Amboy                         NJ   NE   MID_ATL    3943    6922    4227
Plainfield                          NJ   NE   MID_ATL    8387    8063    6366
Rahway                              NJ   NE   MID_ATL    3980    4834    3253
Sayreville borough                  NJ   NE   MID_ATL    3133    3750    2289
Trenton                             NJ   NE   MID_ATL    8190   10863    7415
Union City                          NJ   NE   MID_ATL    7012    6620    4107
Vineland                            NJ   NE   MID_ATL    7663    8494    5677
Westfield town                      NJ   NE   MID_ATL    1973    2916    1327
West New York town                  NJ   NE   MID_ATL    5487    6438    3858
Albuquerque                         NM   W    MTN        9287   10284    9766
Clovis                              NM   W    MTN        5451    4199    7763
Farmington                          NM   W    MTN        7980    9699    4650
Hobbs                               NM   W    MTN        6828    8243    5985
Las Cruces                          NM   W    MTN        9255    9804    8472
Albany                              NY   NE   MID_ATL    5763    7461    7917
Auburn                              NY   NE   MID_ATL    2358    4201    4315
Binghamton                          NY   NE   MID_ATL    4585    4866    5030
Buffalo                             NY   NE   MID_ATL    7077    9555    6869
Freeport village                    NY   NE   MID_ATL    5233    5142    3197
Hempstead village                   NY   NE   MID_ATL    3635    5534    4098
Jamestown                           NY   NE   MID_ATL    4770    5556    4040
New York                            NY   NE   MID_ATL    8372    9236    4032
North Tonawanda                     NY   NE   MID_ATL    2730    2736    2007
Poughkeepsie                        NY   NE   MID_ATL    7669    7851    5310
Rochester                           NY   NE   MID_ATL    9247   11196    7415
Rome                                NY   NE   MID_ATL    2545    2747    1873
Syracuse                            NY   NE   MID_ATL    7318    7726    5819
Utica                               NY   NE   MID_ATL    3004    5809    4732
Watertown                           NY   NE   MID_ATL    4275    4970    3371
White Plains                        NY   NE   MID_ATL    5702    6642    4970
Yonkers                             NY   NE   MID_ATL    4816    5788    3169
Asheville                           NC   S    S_ATL      7811   10608    8366
Burlington                          NC   S    S_ATL      5088    6604    7530
Chapel Hill town                    NC   S    S_ATL      5149    6818    6761
Charlotte                           NC   S    S_ATL      9856   12643    8830
Durham                              NC   S    S_ATL      9451   10214   11379
Fayetteville                        NC   S    S_ATL     12086   13752   11181
Gastonia                            NC   S    S_ATL     11271   12847   11438
Goldsboro                           NC   S    S_ATL      6328   11121    7897
Greensboro                          NC   S    S_ATL      6179    8990    7741
Greenville                          NC   S    S_ATL      7398    2221    9326
High Point                          NC   S    S_ATL      7366   10269    8919
Kinston                             NC   S    S_ATL      7998   10646    9098
Raleigh                             NC   S    S_ATL      5983    7790    7099
Rocky Mount                         NC   S    S_ATL      8395   11159    9101
Wilmington                          NC   S    S_ATL     10733   14019   11400
Winston-Salem                       NC   S    S_ATL      7279   11393   10141
Bismarck                            ND   MW   WNC        5515    5006    3655
Fargo                               ND   MW   WNC        6057    3766    3339
Grand Forks                         ND   MW   WNC        4692    5280    4971
Minot                               ND   MW   WNC        4782    2604    3103
Akron                               OH   MW   ENC        6676    8066    7307
Barberton                           OH   MW   ENC        5375    5507    5266
Beavercreek village                 OH   MW   ENC        2650    2896    3895
Bowling Green                       OH   MW   ENC        3272    4097    3853
Cincinnati                          OH   MW   ENC        7707    9722    6355
Cleveland                           OH   MW   ENC        7887    8945    6743
Cleveland Heights                   OH   MW   ENC        3717    2708    1987
Columbus                            OH   MW   ENC        7668   10145    9102
Cuyahoga Falls                      OH   MW   ENC        2860    4129    3581
Dayton                              OH   MW   ENC        9434   11767    9512
Euclid                              OH   MW   ENC        4121    5849    4654
